관광지명,관광지구분,소재지도로명주소,위도,경도,관리기관전화번호,관리기관명,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,주차가능수,category
하회관광지,관광지,경상북도 안동시 풍천면 전서로 206,36.5489594,128.5274931,054-840-3797,경상북도 안동시청,관리사무소+주차장+매표소+화장실 등,정보없음,정보없음,정보없음,정보없음,정보없음,500,기타
안동문화관광지,관광단지,경상북도 안동시 관광단지로 346-30,36.5695076,128.7786154,054-840-5817,경상북도 안동시청,주차장+관리사무소+수변공원 등,정보없음,정보없음,정보없음,정보없음,정보없음,458,기타
스포원파크,관광지,부산광역시 금정구 체육공원로399번길 324,35.28912108,129.1070434,051-519-4081,부산광역시 금정구 문화관광과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,100,테마파크/놀이공원
한국이슬람부산성원,관광지,부산광역시 금정구 금단로 113-13,35.25998626,129.0922564,051-519-4081,부산광역시 금정구 문화관광과,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,100,자연
요산문학관,관광지,부산광역시 금정구 팔송로 60-6,35.27236562,129.085732,051-519-4081,부산광역시 금정구 문화관광과,화장실+전시실+자료실,정보없음,정보없음,정보없음,정보없음,정보없음,100,문화
오륜대한국순교자박물관,관광지,부산광역시 금정구 오륜대로 106-1,35.24570172,129.1009016,051-519-4081,부산광역시 금정구 문화관광과,휴게소+화장실+전시실,정보없음,정보없음,정보없음,정보없음,정보없음,100,문화
부산대젊음의거리,관광지,부산광역시 금정구 장전온천천로 51,35.229587,129.0888177,051-519-4081,부산광역시 금정구 문화관광과,문화나눔터+어울마당,정보없음,정보없음,정보없음,정보없음,정보없음,100,자연
금정산성마을,관광지,부산광역시 금정구 산성로 452,35.250339,129.0561338,051-519-4081,부산광역시 금정구 문화관광과,미술관+문화체험촌,정보없음,정보없음,정보없음,정보없음,정보없음,100,전통
도림사,관광지,전라남도 곡성군 곡성읍 도림로 175,35.26727743,127.2575047,061-362-2727,전라남도 곡성군청 문화체육과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,36,기타
설악한화리조트,관광단지,강원특별자치도 속초시 미시령로 2983번길 111,38.21030036,128.5287214,033-639-2544,강원특별자치도 속초시청,주차장+배수지+변전소+도로,휴양콘도미니엄4,플라잉폭스+골프장,온천장+레이크가든,정보없음,정보없음,2000,기타
공릉관광지,관광지,경기도 파주시 조리읍 장곡로 218,37.74984994,126.8335561,031-945-2250,㈜성원레저,관리사무소+화장실(4동)+주차장,캠핑장,유원시설,캠핑장,정보없음,정보없음,300,기타
임진각관광지,관광지,경기도 파주시 문산읍 임진각로 177,37.88953876,126.7401859,031-950-1962,파주도시관광공사,관리사무소+화장실+오수처리시설+기반시설(주차장+도로+전기공급시설),정보없음,평화랜드,기념공원+ 망배단+ 비트뮤지엄+ 평화누리+ 종합관광센터+ 평화누리캠핑장,정보없음,정보없음,2091,기타
천안종합휴양관광지,관광지,충청남도 천안시 동남구 성남면 종합휴양지로 200,36.75731215,127.2240961,041-906-7000,소노벨 천안,주차장,콘도미니엄,워터파크,미술관+공연장,식당,정보없음,500,기타
태조산관광지,관광지,충청남도 천안시 동남구 태조산길 261,36.82207666,127.1889559,041-550-2520,천안시시설관리공단,주차장,정보없음,정보없음,조각공원,정보없음,정보없음,300,자연
회산백련지,관광지,전라남도 무안군 일로읍 백련로 333,34.86008886,126.5298981,061-450-5863,전라남도 무안군 관광과,화장실+주차장+전기시설+통신시설+상하수도시설+매표소,정보없음,지압산책로,오토캠핑장,공연장,정보없음,563,자연
인천가스과학관,관광지,인천광역시 연수구 인천신항대로960,37.35281836,126.6121219,032-822-4492,한국가스공사,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,정보없음,정보없음,정보없음,정보없음,정보없음,100,과학/천문
광덕계곡관광지,관광지,강원특별자치도 화천군 사내면 포화로 582,38.07630808,127.4817356,033-440-2562,강원특별자치도 화천군청,관리사무소2개소+일반광장1개소+공중화장실7개소+주차장13개소+오수처리장1개소,정보없음,정보없음,정보없음,정보없음,정보없음,200,자연
용대관광지,관광지,강원특별자치도 인제군 북면 십이선녀탕길 16,38.18568475,128.3061965,033-460-4312,강원특별자치도 인제군청,화장실+주차장,펜션+야영장,정보없음,조경휴게지+산림욕장,음식점,정보없음,300,기타
산정호수,관광지,경기도 포천시 영북면 산정호수로411번길 5 일원,38.065669,127.315722,031-538-3363,경기도 포천시청 관광사업과,관리사무실+화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,500,자연
백운계곡,관광지,경기도 포천시 이동면 포화로 236-24 일원,38.072165,127.409889,031-538-3363,경기도 포천시청 관광사업과,관리사무실+화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,100,자연
용문산 관광지,관광지,경기도 양평군 용문면 용문산로 641,37.54529617,127.583066,031-770-2491,경기도 양평군청,관리사무소+관광안내소+ 주차장+ 공중화장실,콘도+ 펜션,청춘뮤지엄,야영장+ 친환경농업박물관,야외공연장,정보없음,807,자연
두물머리,관광지,경기도 양평군 양서면 두물머리길 145,37.53362262,127.3174715,031-770-2568,경기도 양평군청,관리사무소+주차장+ 공중화장실,정보없음,두물머리생태학교,정보없음,정보없음,정보없음,567,기타
세미원,관광지,경기도 양평군 양서면 양수로 93,37.54093866,127.3239608,031-770-2568,경기도 양평군청,관리사무소+주차장+ 공중화장실,정보없음,정보없음,연꽃박물관,정보없음,정보없음,567,기타
쉬자파크,관광지,경기도 양평군 양평읍 쉬자파크길 193,37.51122354,127.5331978,031-770-2417,경기도 양평군청,관리사무소+주차장+ 공중화장실,펜션,암벽등반+ 놀이터,체험관+ 치유센터,정보없음,정보없음,85,테마파크/놀이공원
기독교선교100주년기념관,관광지,전라남도 광양시 진상면 성지로 399,35.04305027,127.6604508,061-772-7441,광양 기독교 선교 100주년 기념관,주차장+화장실,정보없음,정보없음,대예배실,레스토랑,정보없음,1000,문화
섬진강 망덕포구,관광지,전라남도 광양시 진월면 망덕길 171,34.96787088,127.7579265,061-772-4066,청매실농원,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,1000,기타
춘장대,관광지,충청남도 서천군 서면 춘장대길 20,36.16334922,126.5243355,041-950-4091,충청남도 서천군청,종합안내소+주차장+화장실+취사장,정보없음,정보없음,정보없음,정보없음,정보없음,300,기타
박경리기념관,관광지,경상남도 통영시 산양읍 산양중앙로 173,34.802301,128.4035792,055-650-2541,경상남도 통영시청,화장실,정보없음,정보없음,정보없음,세미나실+회의실,정보없음,23,문화
해저터널,관광지,경상남도 통영시 당동 1-3,34.83609021,128.411698,055-650-0514,경상남도 통영시청,관광안내소,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
장사도해상공원,관광지,경상남도 통영시 한산면 장사도길 55,34.71373747,128.5588706,055-650-0514,경상남도 통영시청,화장실+카페+음식점+휴게공간,정보없음,정보없음,공원,정보없음,정보없음,0,산책/휴식
통영시립박물관,관광지,경상남도 통영시 중앙로 65,34.84075153,128.4167887,055-650-4515,경상남도 통영시청,화장실+카페+음식점+휴게공간,정보없음,정보없음,전시실,세미나실+영화관람실,정보없음,32,문화
삼도수군통제영,관광지,경상남도 통영시 세병로 27,34.84715495,128.423489,055-645-3805,경상남도 통영시 통영관광개발공사,관광안내소+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,140,기타
운일암반일암,관광지,전북특별자치도 진안군 주천면 동상주천로 1924,35.97596963,127.408748,063-430-2554,전북특별자치도 진안군,도로+관리사무소+공중화장실(7개소)+오수처리장,정보없음,정보없음,야영장 2개소,정보없음,정보없음,500,기타
마이산도립공원 일원,관광지,전북특별자치도 진안군 마령면 마이산남로 182,35.75700898,127.3938329,063-430-8752,전북특별자치도 진안군,화장실(6개소)+파고라+NFC(8개소),정보없음,정보없음,가위박물관+명인명품관+홍삼스파+산약초타운+역사박물관+마이돈농촌테마공원,정보없음,정보없음,862,자연
용담호및주변시설,관광지,전북특별자치도 진안군 안천면 안용로 793,35.94593497,127.5256742,063-430-4263,한국수자원공사,휴게소 및 망향의동산(6개소)+화장실(5개소),정보없음,정보없음,용담댐물문화관+용담호사진관+용담가족테마공원+용담호자연생테습지공원,정보없음,정보없음,100,기타
운장산자연휴양림,관광지,전북특별자치도 진안군 정천면 휴향림길 77,35.89924607,127.4211096,063-432-1193,국립자연휴양관리사무소,도로+관리사무소+공중화장실(3개소)+오수처리장,정보없음,정보없음,야영장 20개,정보없음,정보없음,200,자연
데미샘자연휴양림,관광지,전북특별자치도 진안군 백운면 데미샘1길 172,35.6569938,127.4610402,063-290-6991,전북특별자치도,도로+관리사무소+공중화장실(2개소)+오수처리장,정보없음,정보없음,휴양관1개소,정보없음,정보없음,100,자연
진안고원치유의숲,관광지,전북특별자치도 진안군 정천면 봉학로 171-22,35.87516093,127.4177407,063-433-1666,전북권 환경성질환치유센터,도로+관리사무소+공중화장실3개소+오수처리장,정보없음,정보없음,작은도서관+옥녀폭포 산책길,정보없음,정보없음,100,자연
가위박물관,관광지,전북특별자치도 진안군 진안읍 마이산로 258,35.76592077,127.4150023,063-430-8745,전북특별자치도 진안군,전시실+수장고+사무실+뮤지업숍,정보없음,정보없음,가위박물관+명인명품관+홍삼스파+산약초타운+역사박물관+마이돈농촌테마공원,정보없음,정보없음,100,문화
은파관광지,관광지,전북특별자치도 군산시 은파순환길9 (나운동),35.95536227,126.6890748,063-454-4895,전북특별자치도 군산시청,관리사무소+화장실+주차장+잔디관장,관광호텔,다목적운동장+체력단련장,숲체험장+휴게쉼터+전망휴게쉼터+생태습지+억새원+편백나무쉼터+숲속산책쉼터,야외공연장,없음,982,기타
금강호관광지,관광지,전북특별자치도 군산시 성산면 철새로 120,36.01987856,126.7653058,063-454-3344,전북특별자치도 군산시청,주차장+광장+화장실+관리사무소,관광호텔,유희시설+테니스장,어린이공원+체험학습장+철새조망대,야외무대,없음,1055,기타
꽃보라동산,관광지,,35.88935018,128.601059,053-665-2344,대구광역시 북구청,화장실+벤치+벚꽃길,정보없음,정보없음,정보없음,정보없음,정보없음,50,자연
해달별천문대,관광지,전라남도 광양시 봉강면 하조길 91-20,35.07478024,127.5540516,061-762-5393,광양 해달별천문대,화장실+천문대,정보없음,정보없음,정보없음,정보없음,정보없음,1000,과학/천문
백운산자연휴양림,관광지,전라남도 광양시 옥룡면 백계로 33,35.05164423,127.5985292,061-797-4705,전라남도 광양시 휴양림사업소,화장실+주차장+매표소+매점,캐빈하우스 20+ 카라반 3,수영장+황톳길+둘레길,정보없음,정보없음,관리사무소,1000,자연
광양 옥룡사지,관광지,전라남도 광양시 옥룡면 추산리 산 35-1,35.04701721,127.6085305,061-797-2418,전라남도 광양시청 문화예술과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,1000,기타
